OR035814.1	vague species identification (OR035814.1 Lycengraulis sp. voucher CIUA_6952D small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OR035813.1	vague species identification (OR035813.1 Lycengraulis sp. voucher CIUA_6952E small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OR035789.1	vague species identification (OR035789.1 Lycengraulis sp. voucher CIUA_7247A small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OR035787.1	vague species identification (OR035787.1 Lycengraulis sp. voucher CIUA_7254A small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OR035786.1	vague species identification (OR035786.1 Lycengraulis sp. voucher CIUA_7254B small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OR035785.1	vague species identification (OR035785.1 Lycengraulis sp. voucher CIUA_7255A small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OR035784.1	vague species identification (OR035784.1 Lycengraulis sp. voucher CIUA_7255C small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ946504.1	vague species identification (OQ946504.1 Euprotomicrus sp. FISHCARD_elas_54.1 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
LC385231.2	vague species identification (LC385231.2 Brotula sp. KAUM:I:88883 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC069506.2	vague species identification (LC069506.2 Brotula sp. CBM:ZF:15570 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC578979.2	vague species identification (LC578979.2 Brotula sp. CBM:ZF:20276 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC767262.1	vague species identification (LC767262.1 Luciogobius sp. KAMAHIRE-MIMIZU-HAZE CBM:ZF:19916 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC767261.1	vague species identification (LC767261.1 Luciogobius sp. KAMAHIRE-MIMIZU-HAZE CBM:ZF:19892 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
MH248236.1	vague species identification (MH248236.1 Gymnura cf. poecilura EES-2018 voucher GYM 12S ribosomal RNA gene, partial sequence; mitochondrial)
MH248234.1	vague species identification (MH248234.1 Aetomylaeus cf. milvus EES-2018 voucher MIL 12S ribosomal RNA gene, partial sequence; mitochondrial)
MH248233.1	vague species identification (MH248233.1 Aetobatus sp. 'cf. narinari/ocellatus' EES-2018 voucher NAR 12S ribosomal RNA gene, partial sequence; mitochondrial)
LC765844.1	vague species identification (LC765844.1 Inu sp. 1 sensu Shibukawa et al., 2020 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
OQ846148.1	vague species identification (OQ846148.1 Eustomias sp. voucher #10-172 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789503.1	vague species identification (OQ789503.1 Gobiidae sp. isolate Gob_108 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789502.1	vague species identification (OQ789502.1 Carangidae sp. isolate Car_100 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789501.1	vague species identification (OQ789501.1 Eleotridae sp. isolate Ele_102 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789499.1	vague species identification (OQ789499.1 Mugilidae sp. isolate Mug_118 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789498.1	vague species identification (OQ789498.1 Mugilidae sp. isolate Mug_117 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789497.1	vague species identification (OQ789497.1 Terapontidae sp. isolate Ter_100 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789496.1	vague species identification (OQ789496.1 Mugilidae sp. isolate Mug_116 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789493.1	vague species identification (OQ789493.1 Gobiidae sp. isolate Gob_107 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789490.1	vague species identification (OQ789490.1 Mugilidae sp. isolate Mug_115 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789488.1	vague species identification (OQ789488.1 Mugilidae sp. isolate Mug_114 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789484.1	vague species identification (OQ789484.1 Macrouridae sp. isolate Mac_105 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789483.1	vague species identification (OQ789483.1 Mugilidae sp. isolate Mug_113 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789482.1	vague species identification (OQ789482.1 Macrouridae sp. isolate Mac_104 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789481.1	vague species identification (OQ789481.1 Mugilidae sp. isolate Mug_112 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789480.1	vague species identification (OQ789480.1 Gobiidae sp. isolate Gob_106 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789479.1	vague species identification (OQ789479.1 Mugilidae sp. isolate Mug_111 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789478.1	vague species identification (OQ789478.1 Mugilidae sp. isolate Mug_110 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789477.1	vague species identification (OQ789477.1 Mugilidae sp. isolate Mug_109 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789473.1	vague species identification (OQ789473.1 Macrouridae sp. isolate Mac_103 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789472.1	vague species identification (OQ789472.1 Mugilidae sp. isolate Mug_108 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789471.1	vague species identification (OQ789471.1 Mugilidae sp. isolate Mug_107 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789470.1	vague species identification (OQ789470.1 Gobiidae sp. isolate Gob_105 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789469.1	vague species identification (OQ789469.1 Gobiidae sp. isolate Gob_104 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789468.1	vague species identification (OQ789468.1 Macrouridae sp. isolate Mac_102 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789467.1	vague species identification (OQ789467.1 Mugilidae sp. isolate Mug_106 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789466.1	vague species identification (OQ789466.1 Mugilidae sp. isolate Mug_105 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789463.1	vague species identification (OQ789463.1 Mugilidae sp. isolate Mug_104 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789461.1	vague species identification (OQ789461.1 Mugilidae sp. isolate Mug_103 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789459.1	vague species identification (OQ789459.1 Macrouridae sp. isolate Mac_101 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789458.1	vague species identification (OQ789458.1 Mugilidae sp. isolate Mug_102 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789457.1	vague species identification (OQ789457.1 Kyphosidae sp. isolate Kyp_100 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789455.1	vague species identification (OQ789455.1 Ambassidae sp. isolate Amb_101 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789454.1	vague species identification (OQ789454.1 Gobiidae sp. isolate Gob_103 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789452.1	vague species identification (OQ789452.1 Eleotridae sp. isolate Ele_101 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789451.1	vague species identification (OQ789451.1 Gobiidae sp. isolate Gob_102 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789447.1	vague species identification (OQ789447.1 Gobiidae sp. isolate Gob_101 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OQ789444.1	vague species identification (OQ789444.1 Mugilidae sp. isolate Mug_101 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
LC762645.1	vague species identification (LC762645.1 Rhinogobius sp. OR CBM:ZF:19754-1 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC092051.1	vague species identification (LC092051.1 Rhinogobius sp. OR CBM:ZF:15797 mitochondrial gene for 12S rRNA, partial sequence, specimen_voucher: CBM:ZF:15797)
LC069534.2	vague species identification (LC069534.2 Howella sp. CBM:ZF:15585 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC026617.2	vague species identification (LC026617.2 Howella sp. CBM:ZF:14249 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC754314.1	vague species identification (LC754314.1 Howella sp. CBM:ZF:14309 CBM:ZF:14309 mitochondrial gene for 12S rRNA, partial sequence)
LC742231.1	vague species identification (LC742231.1 Rhinogobius sp. OR IDEA_Fish474 mitochondrial gene for 12S rRNA, partial sequence)
LC742186.1	vague species identification (LC742186.1 Rhinogobius sp. OR IDEA_Fish423 mitochondrial gene for 12S rRNA, partial sequence)
ON398522.1	vague species identification (ON398522.1 Synchiropus sp. f SRA-2022 isolate Guinea Bissau_3 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
ON398521.1	vague species identification (ON398521.1 Synchiropus sp. f SRA-2022 isolate Guinea Bissau_2 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
ON398520.1	vague species identification (ON398520.1 Synchiropus sp. f SRA-2022 isolate Guinea Bissau_1 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
LC752894.1	vague species identification (LC752894.1 Howella sp. CBM:ZF:20189 CBM:ZF:20189 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC752893.1	vague species identification (LC752893.1 Howella sp. CBM:ZF:14252 CBM:ZF:14252 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC752892.1	vague species identification (LC752892.1 Howella sp. CBM:ZF:14302 CBM:ZF:14302 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC630829.1	vague species identification (LC630829.1 Gymnogobius sp. HOKURIKU-JUZUKAKE-HAZE CBM:ZF:21072 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
MK448066.1	vague species identification (MK448066.1 Tiliqua sp. isolate 517 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448065.1	vague species identification (MK448065.1 Tiliqua sp. isolate 516 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448064.1	vague species identification (MK448064.1 Tiliqua sp. isolate 512 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448063.1	vague species identification (MK448063.1 Tiliqua sp. isolate 511 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448062.1	vague species identification (MK448062.1 Tiliqua sp. isolate 510 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448061.1	vague species identification (MK448061.1 Tiliqua sp. isolate 508 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448060.1	vague species identification (MK448060.1 Tiliqua sp. isolate 507 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448059.1	vague species identification (MK448059.1 Tiliqua sp. isolate 504 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448058.1	vague species identification (MK448058.1 Tiliqua sp. isolate 503 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448057.1	vague species identification (MK448057.1 Tiliqua sp. isolate 501 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448056.1	vague species identification (MK448056.1 Tiliqua sp. isolate 426 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448055.1	vague species identification (MK448055.1 Tiliqua sp. isolate 425 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448054.1	vague species identification (MK448054.1 Tiliqua sp. isolate 421 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448053.1	vague species identification (MK448053.1 Tiliqua sp. isolate 420 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448052.1	vague species identification (MK448052.1 Tiliqua sp. isolate 419 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448051.1	vague species identification (MK448051.1 Tiliqua sp. isolate 417 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448050.1	vague species identification (MK448050.1 Tiliqua sp. isolate 415 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448049.1	vague species identification (MK448049.1 Tiliqua sp. isolate 413 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448048.1	vague species identification (MK448048.1 Tiliqua sp. isolate 410 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448047.1	vague species identification (MK448047.1 Tiliqua sp. isolate 409 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448046.1	vague species identification (MK448046.1 Tiliqua sp. isolate 408 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448045.1	vague species identification (MK448045.1 Tiliqua sp. isolate 405 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448044.1	vague species identification (MK448044.1 Tiliqua sp. isolate 404 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448043.1	vague species identification (MK448043.1 Tiliqua sp. isolate 403 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448042.1	vague species identification (MK448042.1 Tiliqua sp. isolate 402 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448041.1	vague species identification (MK448041.1 Tiliqua sp. isolate 401 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448040.1	vague species identification (MK448040.1 Tiliqua sp. isolate 236 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448039.1	vague species identification (MK448039.1 Tiliqua sp. isolate 235 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448038.1	vague species identification (MK448038.1 Tiliqua sp. isolate 234 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448037.1	vague species identification (MK448037.1 Tiliqua sp. isolate 231 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448036.1	vague species identification (MK448036.1 Tiliqua sp. isolate 228 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448035.1	vague species identification (MK448035.1 Tiliqua sp. isolate 222 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448034.1	vague species identification (MK448034.1 Tiliqua sp. isolate 218 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448033.1	vague species identification (MK448033.1 Tiliqua sp. isolate 217 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448032.1	vague species identification (MK448032.1 Tiliqua sp. isolate 214 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448031.1	vague species identification (MK448031.1 Tiliqua sp. isolate 212 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448030.1	vague species identification (MK448030.1 Tiliqua sp. isolate 211 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448029.1	vague species identification (MK448029.1 Tiliqua sp. isolate 209 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448028.1	vague species identification (MK448028.1 Tiliqua sp. isolate 206 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448027.1	vague species identification (MK448027.1 Tiliqua sp. isolate 204 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448026.1	vague species identification (MK448026.1 Tiliqua sp. isolate 203 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448025.1	vague species identification (MK448025.1 Tiliqua sp. isolate 201 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448024.1	vague species identification (MK448024.1 Tiliqua sp. isolate 147 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448023.1	vague species identification (MK448023.1 Tiliqua sp. isolate 128 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448022.1	vague species identification (MK448022.1 Tiliqua sp. isolate 122 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448021.1	vague species identification (MK448021.1 Tiliqua sp. isolate 119 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448020.1	vague species identification (MK448020.1 Tiliqua sp. isolate 118 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448019.1	vague species identification (MK448019.1 Tiliqua sp. isolate 109 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448018.1	vague species identification (MK448018.1 Tiliqua sp. isolate 108 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448017.1	vague species identification (MK448017.1 Tiliqua sp. isolate 106 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448016.1	vague species identification (MK448016.1 Tiliqua sp. isolate 104 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448015.1	vague species identification (MK448015.1 Tiliqua sp. isolate 103 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448014.1	vague species identification (MK448014.1 Tiliqua sp. isolate 102 12S ribosomal RNA gene, partial sequence; mitochondrial)
MK448013.1	vague species identification (MK448013.1 Tiliqua sp. isolate 101 12S ribosomal RNA gene, partial sequence; mitochondrial)
LC604993.2	vague species identification (LC604993.2 Ophichthus sp. CBM:ZF:20848 CBM:ZF:20848 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC749806.1	vague species identification (LC749806.1 Xenomystax sp. CBM:ZF:22628 CBM:ZF:22628 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC749805.1	vague species identification (LC749805.1 Nettastomatidae sp. CBM:ZF:22627 CBM:ZF:22627 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC749804.1	vague species identification (LC749804.1 Nettastomatidae sp. CBM:ZF:22626 CBM:ZF:22626 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC049831.2	vague species identification (LC049831.2 Rhinogobius sp. CBM:ZF:12303 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC732018.1	vague species identification (LC732018.1 Pseudoplesiops sp. 2-KF-2022 KAUM:I:146519 mitochondrial gene for 12S rRNA, partial sequence)
LC732017.1	vague species identification (LC732017.1 Pseudoplesiops sp. 2-KF-2022 KAUM:I:104721 mitochondrial gene for 12S rRNA, partial sequence)
LC732016.1	vague species identification (LC732016.1 Pseudoplesiops sp. 1-KF-2022 KAUM:I:62502 mitochondrial gene for 12S rRNA, partial sequence)
OP087811.1	vague species identification (OP087811.1 Thunnini sp. 190417-03A8_IC small subunit ribosomal RNA gene, partial sequence; mitochondrial)
LC145882.2	vague species identification (LC145882.2 Schismatogobius sp. CBM:ZF:12245 CBM:ZF:12245 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
AB974563.2	vague species identification (AB974563.2 Ophieleotris sp. TAMETOMO-HAZE CBM:ZF:12244 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
AB974562.2	vague species identification (AB974562.2 Stenogobius sp. TANEKAWA-HAZE CBM:ZF:12250-1 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC744427.1	vague species identification (LC744427.1 Takifugu snyderi x Takifugu stictonotus CBM:ZF:20572 mitochondrial gene for 12S rRNA, partial sequence)
LC744426.1	vague species identification (LC744426.1 Takifugu snyderi x Takifugu stictonotus CBM:ZF:20541 mitochondrial gene for 12S rRNA, partial sequence)
LC743620.1	vague species identification (LC743620.1 Lampanyctus sp. NSMT:P:91533 NSMT:P:91533 mitochondrial gene for 12S rRNA, partial sequence)
LC743618.1	vague species identification (LC743618.1 Lampanyctus sp. CBM:ZF:22573 CBM:ZF:222573 mitochondrial gene for 12S rRNA, partial sequence)
LC743617.1	vague species identification (LC743617.1 Lampanyctus sp. HUMZ:222616 HUMZ:222616 mitochondrial gene for 12S rRNA, partial sequence)
LC743616.1	vague species identification (LC743616.1 Lampanyctus sp. HUMZ:222545 HUMZ:222545 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC743615.1	vague species identification (LC743615.1 Lampanyctus sp. HUMZ:222529 HUMZ:222529 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC743614.1	vague species identification (LC743614.1 Lampanyctus sp. CBM:ZF:22574-1 CBM:ZF:22574-1 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC743611.1	vague species identification (LC743611.1 Lampanyctus sp. CBM:ZF:22569-1 CBM:ZF:22569-1 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC742222.1	vague species identification (LC742222.1 Rhinogobius sp. OM IDEA_Fish465 mitochondrial gene for 12S rRNA, partial sequence)
LC742212.1	vague species identification (LC742212.1 Rhinogobius sp. OM IDEA_Fish455 mitochondrial gene for 12S rRNA, partial sequence)
LC742190.1	vague species identification (LC742190.1 Rhinogobius sp. OM IDEA_Fish428 mitochondrial gene for 12S rRNA, partial sequence)
OP942193.1	vague species identification (OP942193.1 Scincella sp. RJia-2022a voucher CIB 119518 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP942192.1	vague species identification (OP942192.1 Scincella sp. RJia-2022a voucher CIB 119510 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP942191.1	vague species identification (OP942191.1 Scincella sp. RJia-2022a voucher CIB 87246 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
LC741216.1	vague species identification (LC741216.1 Vanderhorstia sp. 'Komon-yatsushi-haze' CBM:ZF:22505 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC741215.1	vague species identification (LC741215.1 Luciogobius sp. 'kimaira-mimizu-haze' personal:YC-G 0091 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC740497.1	vague species identification (LC740497.1 Clariger sp. personal:YC-G 0087 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC739784.1	vague species identification (LC739784.1 Vanderhorstia sp. 'Komon-yatsushi-haze' CBM:ZF:22506 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC739782.1	vague species identification (LC739782.1 Luciogobius sp. 'kimaira-mimizu-haze' personal:YC-G 0092 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC739781.1	vague species identification (LC739781.1 Luciogobius sp. 'kimaira-mimizu-haze' personal:YC-G 0090 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC739779.1	vague species identification (LC739779.1 Luciogobius sp. personal:YC-G 0088 personal:YC-G 0088 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC738819.1	vague species identification (LC738819.1 Acentrogobius sp. TSUMAGURO-SUJIHAZE CBM:ZF:22448 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
LC738714.1	vague species identification (LC738714.1 Priolepis sp. KBF-I 979 KBF-I 979 mitochondrial gene for 12S rRNA, partial sequence)
LC578965.1	vague species identification (LC578965.1 Benthosema sp. NSMT:P:102436 mitochondrial gene for 12S rRNA, partial sequence)
OP264058.1	vague species identification (OP264058.1 Madascincus aff. minutus An'Ala voucher ACZCV0090 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP264054.1	vague species identification (OP264054.1 Flexiseps aff. ornaticeps Sainte Luce voucher ACP3068 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP264053.1	vague species identification (OP264053.1 Brachyseps aff. macrocercus Betampona voucher ACP3212 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP264052.1	vague species identification (OP264052.1 Brachyseps aff. macrocercus Marojejy voucher ACP1659 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP264050.1	vague species identification (OP264050.1 Brachyseps aff. frontoparietalis Betampona 2 voucher ACZCV0133 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
OP264049.1	vague species identification (OP264049.1 Brachyseps aff. frontoparietalis Betampona 1 voucher ACZCV0078 small subunit ribosomal RNA gene, partial sequence; mitochondrial)
LC731806.1	vague species identification (LC731806.1 Bathophilus sp. CBM:ZF:14209 CBM:ZF:14209 mitochondrial genes for 12S rRNA, tRNA-Val, 16S rRNA, partial and complete sequence)
